method,query_song_name,query_song_genre,match_1,match_1_genre,match_2,match_2_genre,match_3,match_3_genre
raw correlation,Hit That Jive Jack,jazz,Sex,hip hop,Around The Way [Explicit Album Version],hip hop,The Worst,hip hop
raw correlation,The Christmas Song,jazz,The Christmas Song,country,Just To Get A Rep,hip hop,Close My Eyes,reggae
raw correlation,Too Young,jazz,We Are The Young,pop,We Are All In This Together,folk,Save The Humans,punk
raw correlation,Unforgettable,jazz,Clockwork,hip hop,The Windmills Of Your Mind,blues,That's All (Album Version),classical
raw correlation,Autumn Leaves,jazz,The Awakening,metal,Meditation,jazz,Into The Light,electronic
raw correlation,Love Is A Many Splendored Thing,jazz,That's The Way Love Is,r&b/soul,The Rose,pop,Somewhere In My Heart,reggae
raw correlation,Smoke Gets in Your Eyes,jazz,Smoke Gets In Your Eyes,folk,I Love Fucking Up,punk,I Love You Honey,country
raw correlation,If You Can't Smile And Say Yes,jazz,Don't You Say No,r&b/soul,Don't Say Goodbye,r&b/soul,Rap Promoter,hip hop
raw correlation,She's Funny That Way,jazz,I Don't Love You Much Do I (2007 Remastered LP Version),country,I Changed My Mind,r&b/soul,Club Megamix,rock
raw correlation,The Ruby And The Pearl (2003 Digital Remaster),jazz,Expansion Team Theme,hip hop,Phaeton,jazz,Into The Light,electronic
raw correlation,The Very Thought Of You,jazz,Amazed,r&b/soul,Boxcutter Rap,hip hop,Famous Blue Raincoat,folk
raw correlation,Rudolph The Red-Nosed Reindeer,jazz,Rudolph The Red Nosed Reindeer,classical,All About U,hip hop,Yours (Live),jazz
raw correlation,December,jazz,When I Fall In Love,jazz,When I Get Old,punk,All The Woman (Recorded Live In London '99),pop
raw correlation,Don't Know Why (Live),jazz,I Don't Know Why I Love You,reggae,Random I Am (Album Version),punk,Freezin In The Cold,hip hop
raw correlation,Humble Me,jazz,All About You,metal,All Of Me,r&b/soul,Knew It All Along (Acoustic),folk
raw correlation,I've Got To See You Again,jazz,Sadness On My Back,punk,I'll Never Love Again,punk,Everytime I...,r&b/soul
raw correlation,Sinkin' Soon (iTunes Live Session),jazz,Static Age,punk,Good Times,country,We Are Detective,pop
raw correlation,The Long Way Home,jazz,Everytime I...,r&b/soul,Runaway,hip hop,Broken Vow (Album Version),classical
raw correlation,Those Sweet Words,jazz,Get Sick Soon,folk,Call Me (Clean Version),hip hop,Revenge,metal
raw correlation,Wish I Could (Live),jazz,Keep Moving,hip hop,Masquerade,pop,Clearer Now,punk
raw correlation,My Dear Country,jazz,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,The Car Song,reggae,Book Of Life,hip hop
raw correlation,I Love The Way You Say Goodnight,jazz,The Way You Move,hip hop,Dimples,jazz,Para-noir,metal
raw correlation,White Christmas,jazz,When Will I See Your Face Again,folk,When I Lay My Burden Down,blues,At The End Of The Sky,electronic
raw correlation,Memories Are Made Of This,jazz,Highlight Of My Life,country,Conviction Of The Heart,jazz,Requiem for a Soldier (Band of Brothers),classical
raw correlation,Little Room,jazz,Flow On (Move Me No Mountain),hip hop,My Elusive Dreams,country,Kinky Sex Makes the World Go 'Round,punk
raw correlation,Bei Mir Bist Du Schön,jazz,Tell Me (Acoustic),folk,When You Say You Love Me (Album Version),classical,Like The Sun,classical
raw correlation,Don't Sit Under The Apple Tree,jazz,(You Were Made) Especially For Me,r&b/soul,I Don't Want To Hang Out With Me (LP Version),country,Don't You Ever,pop
raw correlation,Falling In Love Again,jazz,Falling In Love Again,pop,When I Fall In Love,jazz,Lovebite,pop
raw correlation,Heebie Jeebies,jazz,In the Journey,folk,Lovesick Blues,country,I Don't Want To Talk About It,hip hop
raw correlation,I Will Survive,jazz,Overcome,r&b/soul,Everytime I...,r&b/soul,I Still Love You,r&b/soul
raw correlation,In The Mood,jazz,Pack The Pipe,hip hop,Keep Moving,hip hop,I Was There When It Happened,country
raw correlation,Kiss,jazz,Memorial Day,hip hop,You Never Knew,hip hop,4 Seasons Of Loneliness,r&b/soul
raw correlation,Let Me Go Lover,jazz,Let Me Be Me,r&b/soul,Peel Me A Grape,jazz,He Loves Me (Lyzel In E Flat),r&b/soul
raw correlation,On An Evening In Roma (Sott'er Celo De Roma),jazz,Paint or Pollen,folk,Vita Mia,classical,Never Touch That Switch (Dark Horse Dub Mix),pop
raw correlation,No Puedo Mas Sin Ti (I'm Your Man),latin,Desde Que No Estas,latin,Precisamente Ahora,latin,Algo Mas,latin
raw correlation,En Tus Pupilas,latin,Amor de Tele,latin,Yo se que,latin,El ectoplasta,pop
raw correlation,Que Me Quedes Tu,latin,No Hay Manera,latin,Amor De Siempre,latin,Grito Latino,latin
raw correlation,Sombra De Ti,latin,Ahora Que Te Vas,pop,Precisamente Ahora,latin,Cosas Que Nunca Te Dije,electronic
raw correlation,Te Dejo Madrid,latin,Mujer Calavera,latin,Basta De Ti,latin,Miedo,latin
raw correlation,Tú,latin,19 De Noviembre,latin,Tierra Sin Sol,latin,Entre Tus Alas,latin
raw correlation,La Chica De Ayer,latin,Miserable,latin,Abarajame,hip hop,Tu Eres Mi Luz,latin
raw correlation,Adicto,latin,Obsesion (English Remix_ Album Version),latin,Cartita de amor,pop,Animal Nocturno,latin
raw correlation,Al Despertar,latin,La Coqueta,latin,Te Extrano,latin,Buscándote,reggae
raw correlation,Alguien Como Tú,latin,Amor De Siempre,latin,Buscándote,reggae,No Sabes Cuanto Te Quiero,latin
raw correlation,Inalcanzable,latin,Vete De Mi,latin,Tu Me Acostumbraste,latin,¿A Dónde Estabas?,latin
raw correlation,Lloro Por Ti,latin,Vete De Mi,latin,Fui,latin,Por Ti Seré (You Raise Me Up),classical
raw correlation,Mamacita,latin,Sueño,latin,Guaracha,latin,La Quejosa,latin
raw correlation,Miss You,latin,The Girls In Their Summer Dresses,rock,Breakaway,pop,Never Do It Again,r&b/soul
raw correlation,Para De Jugar,latin,Libre,reggae,Mujer Calavera,latin,Madre Mia,latin
raw correlation,She Be The One,latin,She's A Runner (24-Bit Digitally Remastered 02),rock,Carnt Be Trusted,pop,Too Good To Be True,r&b/soul
raw correlation,Trapecista,latin,Guacamaya,latin,Sonrisa especial,latin,Volar,latin
raw correlation,Tu Vacio,latin,Todavía Me Amas,latin,Quien No Ha Dicho Una Mentira,latin,No Sabes Cuanto Te Quiero,latin
raw correlation,Volveré,latin,Intentalo tu,latin,ya No,latin,Gitano Corazon,latin
raw correlation,Estoy Aquí,latin,Receio do remorso,reggae,Rosas,pop,Nêga Jurema,metal
raw correlation,Life Is Anew,latin,Because Of You,jazz,MAPS OF REALITY,pop,The Awakening,metal
raw correlation,Donde Estas Corazon,latin,Nadie mas que yo (directo Las Ventas),latin,No Mas Apartheid,reggae,Cenando En Paris,latin
raw correlation,Octavo Día,latin,Agua De Mayo,latin,Y Sigo Preguntandome,latin,Mediterraneo,folk
raw correlation,Te Necesito,latin,Todavía Me Amas,latin,Obsesion (English Remix_ Album Version),latin,No Te Vayas,blues
raw correlation,Evil Ways,latin,Preacher On A Sunday Morning,hip hop,Sweet Misery,r&b/soul,I'll Spend My Life With You,pop
raw correlation,Anna (el negro zumbon),latin,El Arado,latin,A fuego lento (directo Las Ventas),latin,U,pop
raw correlation,Piensa en mi,latin,La Chica De Ayer,latin,Asi Eres Tu,latin,Tú,latin
raw correlation,Esperando,latin,My Baby Just Cares For Me,jazz,Waiting For My Child,country,Cryin',blues
raw correlation,Beautiful Liar (Bello Embustero),latin,Vine A Decirte Adios,latin,No Existe Un Lugar,latin,Años Luz,pop
raw correlation,Rosario Tijeras,latin,La Aristocracia del Barrio,latin,Sol_ Playa Y Arena,reggae,El Cosechero,latin
raw correlation,Animal Nocturno,latin,Quien No Ha Dicho Una Mentira,latin,Don Manuel Sr. Molina,latin,Cuando,latin
raw correlation,Alejate De Mi,latin,Obsesion (English Remix_ Album Version),latin,La Coqueta,latin,Aqui Se Termino (Never Forever),pop
raw correlation,Entre Tus Alas,latin,19 De Noviembre,latin,Es Por Ti,latin,Amor Latino,latin
raw correlation,Me Basto,latin,No Te Vayas,blues,Te Extrano,latin,Al Despertar,latin
raw correlation,Va Para Ti,latin,Manto Estelar,electronic,La Estación,latin,No Me Acostumbro,latin
raw correlation,Fui,latin,Lloro Por Ti,latin,No Pense Enamorarme Otra Vez,latin,La rabia,latin
raw correlation,Ilusionado,latin,La Coqueta,latin,Todos Quieren A Raymond,reggae,Sueño,latin
raw correlation,Piel De Ciudad,latin,Voy A Seguir,latin,Tu Y Yo,latin,Alejate De Mi,latin
raw correlation,Quedate,latin,Ni Te Llamo Ni Te Busco,latin,Todavía Me Amas,latin,Aqui Se Termino (Never Forever),pop
raw correlation,Brother Sport,latin,Get Your Hands Up,hip hop,In Moderation,metal,Freestate,electronic
raw correlation,The Prince,metal,I've Grown Accustomed To His Face,jazz,Me And The Devil,blues,Crime,reggae
raw correlation,Second Heartbeat,metal,Just a Memory,punk,A Song For You,jazz,Whereareyougoing,r&b/soul
raw correlation,To End The Rapture,metal,Throne Of Dark Immortals,metal,What You Became,metal,Apocalyptic Destroyer of Angels,metal
raw correlation,Witness,metal,"You Are The Universe (Roger's Universal 7"" Edit)",jazz,Incision,electronic,It's Only Your Life,folk
raw correlation,Heartache Every Moment,metal,The Miner Becomes Forgetful,folk,Broken Heart,country,All About U,hip hop
raw correlation,Sigillum Diaboli,metal,Pervert,electronic,Sold,pop,Gotta Get Over (Taking Loot) (Explicit),hip hop
raw correlation,Refined By Your Embrace,metal,I fantasize of you,electronic,Rabbit Run,hip hop,Beyond Salvation,metal
raw correlation,The Innocence Spilled,metal,The End Of An Anchor,punk,Something For The Pain,blues,So Help Me God,electronic
raw correlation,An American Dream,metal,This Is Not America,jazz,Bear The Cross,metal,Threat,reggae
raw correlation,The Changing Of Times,metal,Whereareyougoing,r&b/soul,Only When ur Lonely,r&b/soul,Get Sick Soon,folk
raw correlation,Autumn,metal,Sprachbarrieren,hip hop,Auf das Leben,folk,Viel Mehr,hip hop
raw correlation,Chorus Of Angels,metal,Fireflies Take Flight,folk,Remind Me (Live),electronic,Now Three,folk
raw correlation,Follow The Wolves,metal,Vengeance of Demonic Fury,metal,Full Moon,folk,Son Of The Morning,metal
raw correlation,I Am You,metal,The Weak Shall Prevail,metal,Redemption,metal,Burning Bridges,rock
raw correlation,The Science Of Lies,metal,The 4th Branch,hip hop,Showtape '91,electronic,Masquerade,classical
raw correlation,Slow Down,metal,You're Not Supposed To,r&b/soul,Angelina,latin,You're A Zombie,punk
raw correlation,Steal Away (The Night),metal,Further Away,rock,Chase The Clouds Away,jazz,The Look Of Love,jazz
raw correlation,Black Curtains (2004 Digital Remaster),metal,Black Jettas,rock,Black Sheep,folk,Black Is The Color,folk
raw correlation,Die Dead Enough,metal,Runaway,hip hop,Awake Enough,electronic,Ball Peen Hammer,blues
raw correlation,Bodies,metal,Let The Beat Hit 'Em,r&b/soul,Let Me Go Lover,jazz,Let Me Be Me,r&b/soul
raw correlation,Rotting Head,metal,Tuleen Ajettu Maa,metal,Vengeance of Demonic Fury,metal,Bloodletting Upon The Cloven Hoof,metal
raw correlation,Gehenna,metal,I Want You,hip hop,Breakin Me,blues,I Want That,electronic
raw correlation,[sic] [Explicit],metal,Revenge,metal,Tangled Up,r&b/soul,Your Eyes,pop
raw correlation,Gunshots by Computer,metal,Ex-Factor,r&b/soul,Nipple To The Bottle,r&b/soul,Untouchable,hip hop
raw correlation,Hope Is... (Album Version),metal,Heroes Of Our Land,metal,Manhattan,jazz,We Are the End,metal
raw correlation,The Moor,metal,Elohim (1972),hip hop,Skullptures,metal,Snoopafella (Edited),hip hop
raw correlation,This Flesh A Tomb (Instrumental Version),metal,Let Me Into Starfish Land,metal,Bent,folk,Runaway,hip hop
raw correlation,A Higher Standard,metal,It's Undeniable,punk,Prime Time TV,jazz,It's De-Lovely,jazz
raw correlation,Redemption,metal,So_ I Guess This Is Goodbye,metal,Happymess,hip hop,Furtive Monologue,metal
raw correlation,We Die Alone (Bonus Track),metal,Daneurysm,metal,Die Polizei,rock,Dead March,electronic
raw correlation,Elements,metal,Fountainhead,metal,13 Months Of Sunshine,reggae,The chronicle of shadows,metal
raw correlation,Know The Difference,metal,What Do I Know,pop,Genius,electronic,I Can Change,r&b/soul
raw correlation,Peephole,metal,It's Only Money,blues,It's Only Money,rock,Castles In The Sky,electronic
raw correlation,Hellhounds on My Trail,metal,My Finest Hour,pop,Tell Me (Acoustic),folk,Heartattack,punk
raw correlation,No Commands,metal,Pride,electronic,The Girls In Their Summer Dresses,rock,No More Runnin,electronic
raw correlation,Mother (2006 Remastered Alternate Mix),metal,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Mr. Wiggles,r&b/soul,Clickety Clack,hip hop
raw correlation,Lord Of The Flies (Live In Dortmund),metal,Photography,punk,Growin' Old,hip hop,Perfect Stranger,metal
raw correlation,Phantom Of The Opera (Live) (1998 Digital Remaster),metal,Nausea,metal,Angelina,latin,Predictable,pop
raw correlation,Re-Birth,metal,Into The Sun,jazz,All About You,metal,Out of Character,blues
raw correlation,This Pain,metal,Releasing Hypnotical Gases,hip hop,Ballad In Plain D,folk,Abandon Ship,reggae
raw correlation,You Are Not Alone,pop,Dressed To Kill,punk,You Don't Have A Clue,electronic,To Where You Are,classical
raw correlation,Baby Be Mine,pop,Anytime,pop,Dream,r&b/soul,Preacher On A Sunday Morning,hip hop
raw correlation,Man In The Mirror,pop,Show Me The Money,hip hop,Sunshine,hip hop,LaLa,r&b/soul
raw correlation,Why You Wanna Trip On Me,pop,U,pop,Thinking Blues,blues,Shame On Me,country
raw correlation,TiK ToK,pop,Trife Life,hip hop,Ain't No Stopping Us Now,r&b/soul,We Brings Heat,hip hop
raw correlation,Nothing Lasts Forever,pop,It's Alright,punk,I Try,r&b/soul,Splurge,hip hop
raw correlation,Roamer,pop,It's Like That,jazz,8 Mile,hip hop,Fucked Up,hip hop
raw correlation,Live High (Album Version),pop,Black & White,hip hop,Mexico City,folk,Let's Live It Up,jazz
raw correlation,Did I Do That?,pop,What You Do To Me,r&b/soul,"You Are The Universe (Roger's Universal 7"" Edit)",jazz,The Hop,hip hop
raw correlation,I'll Be There,pop,I'll Be There,classical,There Will Be A Light,blues,It's All Up To You,r&b/soul
raw correlation,I Think They're Thinking - Interlude,pop,Guns And Dolls,rock,Thinking About You,pop,Oooh,r&b/soul
raw correlation,Silent Movie,pop,Mighty Good,rock,Predictable,pop,You Don't Have A Clue,electronic
raw correlation,Stumble,pop,Ain't No Way (You Won't Love Me),r&b/soul,Revenge,metal,Club Megamix,rock
raw correlation,Heroe,pop,Get Sick Soon,folk,To Be With You Again,pop,I Can Feel You,pop
raw correlation,Little Girl,pop,Get Sick Soon,folk,To Be With You Again,pop,My Darling,hip hop
raw correlation,Ruleta Rusa,pop,La Media Vuelta,latin,Sacrificio,rock,Entra,reggae
raw correlation,Contigo,pop,Candela,latin,En el último lugar del mundo,latin,Milonga Del Solitario,folk
raw correlation,Años Luz,pop,Obsesion (English Remix_ Album Version),latin,Clemencia,latin,Algo Mas,latin
raw correlation,Love Song,pop,Ain't No Way (You Won't Love Me),r&b/soul,Revenge,metal,Can't You See,pop
raw correlation,Candyman,pop,Wolfman Jack,hip hop,Old Hippie,country,Automatic Man (Album Version),punk
raw correlation,Tell Me Something I Don't Know,pop,Salva Mea,electronic,All Of Me,country,Flowers On The Wall,pop
raw correlation,Cry,pop,Everytime I...,r&b/soul,I'd Like To,r&b/soul,I Think I Love You,reggae
raw correlation,Zora sourit,pop,Laquelle Des Deux Est La Plus Snob,pop,3ème Sexe,electronic,Earthless,folk
raw correlation,Dance,pop,Act Like You Know (LP Version),hip hop,WordPlay,hip hop,Ruggedness,hip hop
raw correlation,Partout Je Vois,pop,Best Friend,r&b/soul,Snowflakes,r&b/soul,I Still Love You,r&b/soul
raw correlation,Anytime,pop,Alguien Real (Baby_ I'm In Love),latin,Dream,r&b/soul,Club Megamix,rock
raw correlation,Simplest Love,pop,Love For Sale (LP Version),jazz,My Love For You Is Real,country,Love For Sale,latin
raw correlation,Midnight Bottle,pop,Don't Be A Stranger,pop,Only For The Weak,metal,Try Sleeping With A Broken Heart,r&b/soul
raw correlation,Let Me Be,pop,Baby Now That I've Found You,country,Club Megamix,rock,Love Affair,r&b/soul
raw correlation,Big Sky,pop,Preacher On A Sunday Morning,hip hop,Witch,pop,Snowflakes,r&b/soul
raw correlation,Thinking About You,pop,I Think I Love You,reggae,Oooh,r&b/soul,All I Ever Think About,r&b/soul
raw correlation,A Groovy Kind Of Love (Live),pop,Sweet Misery,r&b/soul,Get Sick Soon,folk,Club Megamix,rock
raw correlation,That's Why You're Beautiful,pop,Tu Eres,latin,That's All (Album Version),classical,Beautiful Song,electronic
raw correlation,Step By Step,pop,By The Way,hip hop,Flash Pan Hunter/Intro,classical,Every Little Bit,country
raw correlation,Piece Of Me (Main Version),pop,The Angry Cry Of The Angry Pie,punk,Kid Gloves,pop,Dying Embers,metal
raw correlation,Can't Make You Love Me,pop,Club Megamix,rock,Where Will I Be Now,pop,Breakin Me,blues
raw correlation,Girl In The Mirror,pop,El Paso,rock,Emeraldine,jazz,Snoopafella (Edited),hip hop
raw correlation,Radar,pop,Get It How You Live  (Explicit Chopped & Screwed Version),hip hop,Lover Tonite,rock,Preacher On A Sunday Morning,hip hop
raw correlation,When Your Eyes Say It,pop,Kickin' It With Your Girlfriend,r&b/soul,Yours (Live),jazz,Lovebite,pop
raw correlation,Precious (Live In Milan),pop,NoOne,r&b/soul,Soft Things,electronic,You Never Knew,hip hop
raw correlation,Insectica,punk,Displaced,jazz,When It Comes To Me,r&b/soul,Breakin Me,blues
raw correlation,Cambridge (Album Version),punk,Over My Head (Cable Car),rock,Rhinestone Eyes,electronic,Opiate Summer,punk
